ID,Title,Authors (IDs),Authors (names),Base texts (IDs),Base texts (names)
93705,Navyanyāyabhāṣāpradīpa,86566,Maheśa Candra Nyāyaratna,,
88481,Nayacakra,85167,Mallavādin Kṣamāśramaṇa,,
89364,Nayacakra,85390,Śāntisūri,,
89775,Nayacakra,85503,Mayilla Dhāvala,,
91185,Nayacakra,85936,Dharmasāgara,,
92498,Nayacakra,86219,Yaśovijaya,,
92929,Nayacakra,86313,Devacandra Yatipati,,
88973,Nayacakra with supplement Ālāpapaddhati,85296,Devasena,,
110148,Nayacandrikā,110147,Mādhavayajvan,109693,Arthaśāstra
90141,Nayacandrikā on Madhva’s Anubyākhyāna,85627,Traivikramāryadāsa,,
90239,Nayacandrikā on Madhva's Anuvyākhyāna,85620,Nārāyaṇa Paṇḍitācārya,89936,Anuvyākhyāna
89881,Nayadyumani,85543,Meghanādari Sūri,,
93144,Nayadyumaṇi with Dīpikā thereon,86389,Śrīnivāsācārya,,
93209,Nayakalpataru on Gaṅgeśa's Tattvacintāmaṇi,86413,Kāśīpati Kavirāja,90147,Tattvacintāmaṇi
88901,Nāyakaratna,85261,Śālikanātha Miśra,,
90717,Nāyakaratna on Pārthasārathi Miśra's Nyāyaratnamālā,85804,Rāmānujācārya,89356,Nyāyaratnamālā
92156,Nayakarṇikā,86162,Vinayavijaya,,
93740,Nayamālikā on the adhikaraṇas of Bādarāyaṇa's Brahmasūtrabhāṣya,86583,Cochi Raṅgappācārya,88037,Brahmasūtra
93143,Nayamaṇikalikā,86389,Śrīnivāsācārya,,
91254,Nayamaṇimālā,85954,Appayya Dīkṣita,,
91255,Nayamañjarī,85954,Appayya Dīkṣita,,
91256,Nayamukhamālikā,85954,Appayya Dīkṣita,,
90466,Nayanaprasādinī on Citsukha's Tattvapradīpikā,85683,Pratyaksvarūpa,89827,Citsukhī
91029,Nayapañcakamālā,44704,Vijayīndratīrtha,,
92499,Nayapradīpa,86219,Yaśovijaya,,
102277,Nayaprakāśa,85543,Meghanādari Sūri,89485,Śrībhāṣya
91297,Nayaprakāśastavavṛtti,85970,Padmasāgara,,
91423,Nayaprakāśikā on Rāmānuja's Śrībhāṣya,85999,Lakṣmaṇārya,89485,Śrībhāṣya
92500,Nayarahasya,86219,Yaśovijaya,,
95286,Nayasāra,87562,Nayavijaya,,
90329,Nayatattvasaṃgraha,85643,Viṣṇubhaṭṭa,,
95344,Nayavāda,87607,Prabhādeva,,
95737,Nayavivaraṇa,87955,Vidyānandin Svāmī,,
89292,Nayaviveka,85373,Bhavanātha Miśra,,
90327,Nayaviveka,85641,Vāṭeśvara,,
95187,Nayavivekabhūṣaṇa,87467,Lolla Lakṣmīdhara,,
91153,Nayavivekadīpikā,85931,Varadarāja,89292,Nayaviveka
92501,Nayopadeśa with Nyāyāmṛtataraṅgiṇī thereon,86219,Yaśovijaya,,
90129,Neñcuvitututu,85600,Umāpati Śivacariyār,,
111284,Nepālamāhātmya,,,,
42119,Netracikitsā,,,,
41972,Netrādīnām parīkṣā,,,,
41806,Netraprakāśikā,40819,Nandikeśvara,,
110344,Netratantra,,,,
89263,Netroddyota,85365,Kṣemarāja,110344,Netratantra
89776,Netti Mahāṭīkā,85504,Nānābhivaṃsa,88031,Nettippakaraṇa
88031,Nettippakaraṇa,,,,
41593,Nibandha,85333,Udayana,,
89932,Nibandha on Ānandabodha's Nyāyadīpāvalī-Pramāṇamālā,85564,Anubhūti Svarūpācārya,"89616, 89616","Nyayadīpāvalī and Pramāṇamālā thereon, Nyayadīpāvalī and Pramāṇamālā thereon"
89840,Nibandha on Kaṇāda's Vaiśeṣikasūtras,85529,Vādīndra,88043,Vaiśeṣikasūtras
91744,Nibandhana on Kumārila's Tantravārttika,86100,Nārāyaṇa Bhaṭṭa,88598,Tantravārttika
88797,Nibandhana on the Arthaviniścayasūtra,85239,Vīryaśrīdatta,88187,Arthaviniścayasūtra  and Nibandhana thereon
102240,Nibandhasaṅgraha,102241,Ḍalhaṇa,42004,Suśrutasaṃhitā
89883,Nibandhoddyota on Udayana's Pariśuddhi,85544,Divākara,89095,Nyāyavārtikatātparyapariśuddhi
41821,Nidāna,,,,
104780,Nidānacikitsā,,,,
41919,Nidānahimmatprakāśa,40844,Śrīpatibhakta,,
105136,Nidānaparikrama,,,,
41346,Nidānapradīpa,40402,Nāganātha,,
41477,Nidānapradīpa,40519,Plāntol̥ Śaṅkaran Mūs,,
41967,Nidānasaṅgraha,,,,
42005,Nidānasāra,,,,
41497,Nidānasiddhi,40397,Moreśvara,,
104810,Nidānaṭīkā,,,,
105134,Nidānauṣadharasāyanagrantha,,,,
104200,Nidānoktaparikrama,,,,
110328,Nidarśana,86223,Rājanaka Ānanda,41242,Kāvyaprakāśa
88022,Niddeśa,,,,
99479,Nigamārthadīpana,,,,
41886,Nighaṇṭu,40824,Dhanvantari,,
41947,Nighaṇṭu,,,,
42224,Nighaṇṭucūḍāmaṇi,,,,
104193,Nighaṇṭudarpaṇa,,,,
104208,Nighaṇṭukośa,,,,
104195,Nighaṇṭumālā,40824,Dhanvantari,,
42008,Nighaṇṭurājasāra,,,,
42158,Nighaṇṭusāra,,,,
104204,Nighaṇṭusāra,,,,
89325,Nigodaṣaṭtriṃśikā,85384,Abhayadeva Sūri,,
95869,Nigodasattrimsika,,,,
92071,Nigūḍhārtha on Pakṣatā section of Gaṅgeśa's Tattvacintāmaṇi,86136,Raghunātha,90147,Tattvacintāmaṇi
94782,Nigūḍhārthaprabodhinī,87134,Eri Bālācārya,89956,Nyāyavivaraṇa
94864,Nigūḍhārthaprakāśa on Kaṭha Upaniṣad,87207,Dāmodara Śāstrin,96020,Kaṭhopaniṣad - H396
94862,Nigūḍhārthaprakāśana,87207,Dāmodara Śāstrin,95920,Aitareyopaniṣad
91944,Nijācāryaślokapañcakavivaraṇa on Vallabha's Pañcapadyāni,86120,Harirāja,90826,Pañcapadyanī
89600,Nijatattvaṃṛtarasa,85454,Gorakṣanātha,,
109588,Nikamanappaṭi,85562,Periyavacchan Pillai,,
95570,Nikaṣa on Vedānta Deśika's Nyāyapariśuddhi,87809,Śrīnivāsa Śaṭhakopa Yati,90184,Nyāyapariśuddhi
95571,Nikaṣa on Vedanta Desika's Nyayaparisuddhi,87810,Śrīnivāsa Yajvan,90184,Nyāyapariśuddhi
93046,Nikṣepacintāmaṇi,86348,Gopāla Deśika,,
90180,Nikṣeparakṣā,85613,Vedāntadeśika,,
104191,Nīlakaṇṭhadharasaṅgraha,,,,
104824,Nīlakaṇṭhadharavaidyaka,,,,
106629,Nīlakaṇṭhatājika,,,,
106697,Nīlakaṇṭhatājikodāharaṇa,,,,
96713,Nīlakaṇṭhavijayacampū,41081,Nīlakaṇṭhadīkṣita,,
96065,Nīlarudropaniṣad,,,,
42279,Nimbakalpa,,,,
91110,Nimbārkatattvanirṇaya,85922,Nandadāsa,,
106806,Nimeṣakālaprakaraṇa,,,,
110768,Niragalitatithinirṇaya,110766,Raghunātha Vājapeyin,,
96066,Nirālambanopaniṣad,,,,
41840,Nirantarapadavyākhyā,40830,Jejjaṭa,41458,Carakasaṃhitā
96067,Niravalīyasuṭra,,,,
88192,Nirayasūtra,,,,
42374,Nirguṇḍīkalpa,,,,
89647,Nirmalamaṇi,85472,Aghoraśivācārya,,
89257,Nirṇaya on Vasugupta's Spandakārikās,85365,Kṣemarāja,88906,Spandakārikās
91368,Nirṇayacandrikā,85986,Śaṃkara Bhaṭṭa,,
92639,Nirṇayadarpaṇa,86264,Gauḍa Brahmānanda Sarasvatī,,
113201,Nirṇayadīpikā,,,,
111264,Nirṇayāmṛta,111263,Sūryasenamahīmahendra,,
41766,Nirṇayanighaṇṭu,40805,Vaidyanātha,,
92842,Nirṇayārṇava,86295,Bālakṛṣṇa,,
41605,Nirṇayasindhu,40645,Kamalākara,,
99496,Nirodhagranthavivaraṇa,86120,Harirāja,90824,Nirodhalakṣaṇa
90824,Nirodhalakṣaṇa,85845,Vallabha,,
99508,Nirodhalakṣaṇavarṇana,85845,Vallabha,90824,Nirodhalakṣaṇa
92849,Nirodhalakṣaṇavivṛti,86295,Bālakṛṣṇa,90824,Nirodhalakṣaṇa
99514,Nirodhalakṣaṇavivṛti,97538,Haridāsa,90824,Nirodhalakṣaṇa
94765,Nirodhinī on Maheśa Ṭhakkura's Tattvacintāmaṇyālokadarpaṇa,87121,Ātreya Raghunātha Yajvan,90924,Darpaṇa on Jayadeva Pakṣadhara Miśra's Tattvacintāmaṇyāloka
42143,Nirukta,40907,Yāska,,
90497,Nirukti,85696,Viṣṇubhaṭṭa,90405,Prakāśikā on Keśava Miśra's Tarkabhāṣā
95039,Nirukti on Annambhaṭṭa's Tarkasaṃgraha,87344,Jagannātha Śāstrin,91051,Tarkasaṃgraha
99490,Niruktilakṣaṇā,,,,
92195,Niruktiprakāśa,86177,Raghudeva Nyāyālaṃkāra Bhaṭṭācārya,,
88667,Nirvāṇamañjarī,85218,Śaṃkara,,
88668,Nirvāṇaṣaṭka,85218,Śaṃkara,,
99539,Nirvāṇāṣṭaka,85218,Śaṃkara,,
92646,Nirvāṇavicāra,,,,
96069,Nirvāṇopaniṣad,,,,
95612,Nirvikalpatāvāda,87846,Tarkavāgīśa,,
91415,Nirvikalpavicāra,85998,Bhavānanda Siddhāntavāgīśa,,
93668,Nirviśeṣaprāmāṇyavyudāsavāda,86561,Anantācārya,,
89706,Niścayapañcāśat,85486,Padmanandin,,
96070,Niṣithasūtras,,,,
91996,Niṣkāmalīlā,86120,Harirāja,,
90583,Niṣkāntikā,96393,Mallinātha,88455,Padārthadharmasaṃgraha
90584,Niṣkāntikā,96393,Mallinātha,97744,Sārasaṃgraha
93095,Niṣkarṣaṭippaṇī on Vedānta Deśika's Rahasyatrayasāra,86371,Śrīnivāsa Śrīśailayogin,90198,Rahasyatrayasāra
94830,Niśśreyasādhigamaprakaraṇa,87179,Candrānanda,,
113912,Niśvāsākhyamahātantra,,,,
89887,Nītimālā,85548,Nārāyaṇārya,,
112141,Nītiśāstrasasaṃgraha,,,,
90041,Nītitattvāvirbhāva,85586,Cidānanda,,
102253,Nītivākyāmṛta,102252,Somadeva Sūri,,
108754,Nītivākyāmṛtaṭīke,108753,Nēminātha,102253,Nītivākyāmṛta
106305,Nityadaśāgocaraphala,,,,
111335,Nityakarma,,,,
113748,Nityārcana Vidhi,,,,
101902,Nivarṇaprakaraṇa,,,,
91968,Nivedanatātparyārtha,86120,Harirāja,,
88304,Niyamasāra,85129,Kundakunda,,
88390,Niyatāniyatāvatāramudrāsūtra,,,,
93704,Notes on Haridāsa's Nyāyakusumāñjalivyākhyā,86566,Maheśa Candra Nyāyaratna,90859,Vyākhyā
111733,Nṛsiṃhapañjara,,,,
95307,Nṛsiṃharājīya on Keśava Miśra's Tarkabhāṣā,87582,Nṛsiṃharāja,89886,Tarkabhāṣā
92991,Nṛsimharājīya on Vedānta Deśika's Nikṣeparakṣā,86326,Nṛsiṃhadeva,90180,Nikṣeparakṣā
112163,Nṛsiṃhasahasranāmastotra,,,,
93789,Nṛsiṃhaśārīrakabhāṣya on Bādarāyaṇa's Brahmasūtras,86600,Mudumba Narasiṃhācārya,88037,Brahmasūtra
111052,Nṛsiṃhastotra,,,,
112220,Nṛsiṃhatāpanīstava,,,,
96071,Nṛsiṃha(uttara)tāpanīyopaniṣad,,,,
90974,Nṛsiṃhavijñāpana,85902,Nṛsiṃhāśrama,,
110177,Nyāsa,85367,Prabhācandra,110176,Amoghavṛtti
90181,Nyāsadaśaka,85613,Vedāntadeśika,,
90825,Nyāsadeśa,85845,Vallabha,,
109047,Nyāsādhikārasarvasvam,86865,T. Vīrarāghavācārya,,
109146,Nyāsādhikārasarvasvam,86865,T. Vīrarāghavācārya,,
111067,Nyāsadhyānagāyatrīmūlamantra,,,,
94477,Nyāsanirṇaya,86908,Putaṅkotam Śrīnivāsācārya,,
90182,Nyāsatilaka,85613,Vedāntadeśika,,
93087,Nyāsavidyādarpaṇa,86367,Sākṣātsvāmin,,
93045,Nyāsavidyāprakāśa,86347,Śrīnivāsa Parikala Yati,,
90365,Nyāsavidyāvijaya,85652,Śrīnivāsadāsa,,
93129,Nyāsavidyāvijaya,86386,Śrīnivāsa Saṃghrīdāsa,,
90183,Nyāsaviṃśatī,85613,Vedāntadeśika,,
42245,Nyāya work,,,,
93669,Nyāyabhāskara,86561,Anantācārya,,
95870,Nyāyabhāskara,,,,
94284,Nyāyabhāskarakhaṇḍana,86820,Rāma Subrahmaṇya,,
88353,Nyāyabhāṣya,85140,Vātsyāyana Pakṣilasvāmin,88091,Nyāyasūtra
89001,Nyāyabhūṣaṇa on his own Nyāyasāra,85303,Bhāsarvajña,89000,Nyāyasāra
88576,Nyāyabindu,85198,Dharmakīrti,,
92918,Nyāyabindu,86309,Vaidyanātha Tatsat,,
90942,Nyāyabodhinī,85883,Durgādatta Miśra,,
92177,Nyāyabodhinī on Annambhaṭṭa's Tarkasaṃgraha,86172,Govardhana Miśra,91051,Tarkasaṃgraha
95009,Nyāyabodhinī on Annambhaṭṭa's Tarkasaṃgraha,87317,Harihara,91051,Tarkasaṃgraha
93927,Nyayabodhini Nilakanthiya visayamala.,86633,Kāmākṣin,,
90270,Nyāyacandrikā,85630,Ānandapūrṇa Vidyāsāgara,,
91429,Nyāyacandrikā,86000,Keśava Bhaṭṭa,88091,Nyāyasūtra
92652,Nyāyacandrikā,86268,Nārāyaṇa Tīrtha,91900,Bhāṣāpariccheda
94935,Nyāyacandrikā,87258,Gaṅgādhara,,
108025,Nyāyacandrikā,108024,Gayadāsa,42004,Suśrutasaṃhitā
90804,Nyāyacandrikā on Keśava Miśra's Tarkabhāṣā,85843,Keśava Miśra Tarkācārya,89886,Tarkabhāṣā
90789,Nyāyacūḍāmaṇi,85832,Mādhava Sarasvatī,,
92053,Nyāyacūḍāmaṇi,86132,Rāmakṛṣṇa Adhvarīndra,,
88822,Nyāyacūlikā,85245,Akalaṅka,,
91624,Nyāyādarśa,86065,Jagadīśa Tarkālaṃkāra,,
94588,Nyāyadarśaḥ navīnarityanusāri sugamananam nyāyaprakaraṇam,86976,Dāmodara Mahāpātra,,
94261,Nyāyadarśanabindu,86814,Kālipada Tarkācārya,,
91030,Nyāyādhvadīpikā on Jaimini's Mīmāṃsāsūtras,44704,Vijayīndratīrtha,88036,Mīmāṃsāsūtras
91870,Nyāyadīpa on Vyāsatīrtha's Tarkatāṇḍava,86113,Rāghavendra Tīrtha,90892,Tarkatāṇḍava
89616,Nyayadīpāvalī and Pramāṇamālā thereon,85461,Ānandabodha,,
99564,Nyāyadīpāvalīṭīkā,85564,Anubhūti Svarūpācārya,,
89622,Nyāyadīpikā,85462,Varadarāja,,
95490,Nyāyadīpikā on Kumārila's Tantravārttika,87735,Sarasvatī Giri Muni,88598,Tantravārttika
90345,Nyāyadīpikā on Madhva's Gītātātparyanirṇaya,85651,Jayatīrtha,89939,Tātparyanirṇaya on the Bhagavadgītā
89618,Nyāyadīpikā on Prakāśātmaṇ's Śabdanirṇaya,85461,Ānandabodha,89059,Śabdanirṇaya
90402,Nyāyadīpikā on Umāsvāti's Tattvārthasūtra,86029,Dharmabhūṣaṇa Yati,88308,Tattvārthādhigamasūtra and Bhāṣya
95228,Nyāyadīpikā on Vātsyāyana's Nyāyabhāṣya,87504,Misaruka,88353,Nyāyabhāṣya
88546,Nyāyāgamānusāriṇī on Mallavādin's Nayacakra,85191,Siṃhāsuragaṇi,88481,Nayacakra
89750,Nyāyakalānidhi on Bhāsarvajña's Nyāyasāra,85494,Ānandānubhava,89000,Nyāyasāra
88925,Nyāyakalikā,85277,Jayanta Bhaṭṭa,,
94922,Nyāyakalikā,87255,Gaṇeśa Bhaṭṭa,,
90353,Nyāyakalpalatā,85651,Jayatīrtha,89957,Pramāṇalakṣaṇa
90266,Nyāyakalpalatikā on Sureśvara's Bṛhadāraṇyakopaniṣad- bhāṣyavārttika,85630,Ānandapūrṇa Vidyāsāgara,88814,Bṛhadāraṇyakopaniṣadbhāṣyavārttika
89119,Nyāyakandalī,85336,Śrīdhara,88455,Padārthadharmasaṃgraha
89041,Nyāyakaṇikā on Maṇḍana Miśra's Vidhiviveka,85319,Vācaspati Miśra,88615,Vidhiviveka
94959,Nyāyakārikāvalī,87273,Gopāla Kṛṣṇācārya,,
95751,Nyāyakaumudī,87970,Vināyaka Bhaṭṭa,89624,Tārkikarakṣā
92321,Nyāyakaustubha,86196,Vīrarāghava Yajvan,90767,Tattvacintāmaṇidīdhiti
92601,Nyāyakaustubha,86250,Mahādeva Punataṃkara,,
89974,Nyāyakuliśa,85569,Ātreya Rāmānuja,,
95513,Nyāyakumodgama,87755,Śidīla Vommideva,88455,Padārthadharmasaṃgraha
89272,Nyāyakumudacandra on Akalaṅka's Laghīyastraya,85367,Prabhācandra,88821,Laghīyastraya
89093,Nyāyakusumāñjali,85333,Udayana,,
92649,Nyāyakusumāñjalikārikāvyākhyā,86268,Nārāyaṇa Tīrtha,89093,Nyāyakusumāñjali
94122,Nyāyakusumāñjali(prakaraṇa),86733,Nyāyavijaya,,
92989,Nyāyakutūhala,86325,Gaṅgārāma Jāṭin,,
92014,Nyāyalakṣaṇavicāra,86123,Gokulanātha Upādhyāya,,
94124,Nyāyālaṃkāra on Dharmasūri's Pramāṇaparibhāṣā,86733,Nyāyavijaya,94036,Pramāṇaparibhāṣā
89906,"Nyāyālaṃkāra on Vātsyāyana's Nyāyabhāṣya, Uddyotakara's  Nyāyavārttika, Vācaspati Miśra's Tātparyaṭīkā and Udayana's Pariśuddhi",85557,Abhayatilaka,"88353, 88569, 89095, 89038","Nyāyabhāṣya, Nyāyavārttika on Vātsyāyana's Nyāyabhāṣya, Nyāyavārtikatātparyapariśuddhi, Nyāyavārttikatātparyaṭīkā"
89537,Nyāyalīlāvatī,85442,Vallabha,,
90252,Nyāyalīlāvatīprakāśa,85626,Vardhamāna,89537,Nyāyalīlāvatī
90764,Nyāyalīlāvatīprakāśadīdhiti,85826,Raghunātha Śiromaṇi,90252,Nyāyalīlāvatīprakāśa
92043,Nyāyalīlāvatīprakāśadīdhitirahasya,86129,Mathurānātha,90764,Nyāyalīlāvatīprakāśadīdhiti
92044,Nyāyalīlāvatīprakāśarahasya,86129,Mathurānātha,90252,Nyāyalīlāvatīprakāśa
92502,Nyāyāloka,86219,Yaśovijaya,,
89617,Nyayāmakaranda,85461,Ānandabodha,,
89613,Nyāyamālā,85460,Śivāditya,,
111637,Nyāyamālā,,,,
90298,Nyāyamālāvistara,85636,Vidyāraṇya,,
89518,Nyāyamaṇidīpikā on Māṇikyanandin's Parīkṣāmukha,85432,Ajitasena,,
88926,Nyāyamañjarī,85277,Jayanta Bhaṭṭa,88091,Nyāyasūtra
88984,Nyāyamañjarī,85298,Trilocana,,
94936,Nyāyamañjarī,87258,Gaṅgādhara,,
92700,Nyāyamañjarī on Jayatīrtha's Viṣṇutattvanirṇayaṭīkā,86275,Ananta,90362,Ṭīkā on Madhva's Viṣṇutattvanirṇaya
92530,Nyāyamañjarī on Pārthasārathi Miśra's Śāstradīpikā,86222,Kolluri Nārāyaṇa Śāstrin,89357,Śāstradīpikā
95047,Nyāyamañjarīsāra,87352,Jayadeva,,
93027,Nyāyamanoramā on Viśvanātha's Siddhāntamuktāvalī,86340,Kṛṣṇa Datta,91900,Bhāṣāpariccheda
92350,Nyāyāmoda,86200,Bālakṛṣṇānanda Sarasvatī,,
89850,Nyāyāmṛta,85533,Āśādhara,,
90890,Nyāyāmṛta,85861,Vyāsatīrtha,,
95189,Nyāyāmṛtakalādhara,87469,Mādhavācārya,,
94539,Nyāyāmṛtārṇava,86945,Jalihāla Śrīnivāsācārya,,
88421,Nyāyamukha,85154,Dignāga,,
91257,Nyāyamuktāvalī and commentary thereon,85954,Appayya Dīkṣita,,
89506,Nyāyamuktāvalī on Bhāsarvajña's Nyāyasāra,85427,Aparārka,89000,Nyāyasāra
91864,Nyāyamuktāvalī on Jayatīrtha's Nyāyakalpalatā,86113,Rāghavendra Tīrtha,90353,Nyāyakalpalatā
90501,Nyāyamuktāvalī on Udayana's Lakṣaṇāvalī,85698,Śeṣa Śārṅgadhara,89092,Lakṣaṇāvalī
91032,Nyāyamukura,44704,Vijayīndratīrtha,,
91763,Nyāyanavyamatavicāra,86103,Harirāma Tarkavāgīśa,,
94012,Nyāyanayāmbudhisopānopādhāna,86665,Rāma Bhaṭṭa,,
90049,Nyayanirnaya on Samkara's Brahmasutrabhasya,85588,Ānandagiri,"88641, 111365","Brahmasūtrabhāṣya, Śārīrakamīmāṃsā Bhāṣya"
88288,Nyāyānusāra,85128,Saṃghabhadra,,
90650,Nyāyapadārthamālā,85769,Jayadeva Pakṣadhara Miśra,,
91764,Nyayapadārthatattva,86103,Harirāma Tarkavāgīśa,,
91737,Nyāyapadma,86098,Veṅkaṭādhvarin,,
89990,Nyāyaparāyaṇa on Kumārila's Tantravārttika,85576,Gaṅgādhara Miśra,88598,Tantravārttika
93647,Nyāyaparibhāṣā,86554,Kṛṣṇānanda Bhaṭṭācārya,,
94262,Nyāyaparibhāṣā,86814,Kālipada Tarkācārya,,
94426,Nyāyaparicaya,86888,Phaṇibhūṣaṇa Tarkavāgīśa,,
91344,Nyāyapārijāta on Rucidatta's Tattvacintāmaṇiprakāśa,85978,Yallayārya,90746,Prakāśa on Gaṅgeśa's Tattvacintāmaṇi
41589,Nyāyapariśiṣṭa,85333,Udayana,88091,Nyāyasūtra
89094,"Nyāyapariśiṣṭa on Vācaspati Miśra's Tātparyaṭīkā, Book 5",85333,Udayana,89038,Nyāyavārttikatātparyaṭīkā
90184,Nyāyapariśuddhi,85613,Vedāntadeśika,,
93323,Nyāyapradīpa,86444,Gopīkaṇṭha,,
94057,Nyāyapradīpa,86694,Gaṅgāsahāya Śarman,,
94740,Nyāyapradīpa,87096,Ananta Miśra,,
90807,Nyāyapradīpa on Keśava Miśra's Tarkabhāṣā,85844,Viśvakarman,89886,Tarkabhāṣā
91033,Nyāyaprakāśa,44704,Vijayīndratīrtha,,
94848,Nyāyaprakāśa,87195,Cidghanānanda,,
92482,Nyāyaprakāśa on Koṇḍa Bhaṭṭa's Padārthadīpikā,86218,Gīrvāṇendra,91895,Padārthadīpikā
90701,Nyāyaprakāśikā on Cennu Bhaṭṭa's Tarkabhāṣāprakāśikā,85798,Narahari Upādhyāya,90405,Prakāśikā on Keśava Miśra's Tarkabhāṣā
94675,Nyāyapramāṇasamīkśā,87040,Abheda Nanda Bhaṭṭācārya,,
88497,Nyāyapraveśa,85173,Śaṃkarasvāmin,,
91926,Nyāyarahasya,86118,Ananta Bhaṭṭa,,
91646,Nyāyarahasya and Nyāyasaṃkṣepa thereon,86077,Govinda Bhaṭṭācārya Cakravartin,,
91258,Nyāyarakṣāmaṇi,85954,Appayya Dīkṣita,88037,Brahmasūtra
94285,Nyāyarakṣāmaṇibhāṣyoktivirodhagrantha,86820,Rāma Subrahmaṇya,,
90100,Nyāyaratna,85592,Maṇikaṇṭha Miśra,,
93630,Nyāyaratna on Gadādhara's Gādādharī,86542,Raghunātha Parvate Śāstrin,92258,Gādādharī
94657,Nyāyaratna on Gaṅgeśa's Tattvacintāmaṇi,87026,N.Santāna Aiyar,90147,Tattvacintāmaṇi
93565,Nyāyaratna on Mathurānātha's Māthurī,86511,Golokanātha Nyāyaratna,92045,Tattvacintāmaṇidīdhitirahasya
91545,Nyāyaratna on Śaśadhara's Nyāyasiddhāntadīpa,86047,Dharmarājādhvarīndra,90107,Nyāyasiddhāntadīpa
89749,Nyāyaratnadipāvalī,85494,Ānandānubhava,,
89358,Nyāyaratnākara,85389,Pārthasārathi Miśra,88597,Ślokavārttika
90603,Nyāyaratnākara,85745,Kṣemānanda,,
89303,Nyāyaratnākara on Jaimini's Mīmāṃsāsūtras,85378,Candra,88036,Mīmāṃsāsūtras
93039,Nyāyaratnākara on a Kaṇādasaṃgraha,86346,Tallayārya,96015,Kaṇādasaṃgraha
89356,Nyāyaratnamālā,85389,Pārthasārathi Miśra,,
94878,Nyāyaratnaprakaraṇa,87216,Devadāsa,,
93370,Nyāyaratnaprakāśikā,86452,Kṛṣṇakānta Vidyāvāgīśa,,
95401,Nyāyaratnaprakāśikā on Annambhaṭṭa's Tarkasaṃgraha,87652,Rāmacandra Bhaṭṭācārya,91051,Tarkasaṃgraha
91166,Nyāyaratnāvalī,85933,Vādirāja Tīrtha,,
92640,Nyāyaratnāvalī,86264,Gauḍa Brahmānanda Sarasvatī,91139,Siddhāntabindu
95706,Nyāyaratnāvalī,87929,Vedāntācārya,,
96072,Nyāyaratnāvali,,,,
90158,Nyāyaratnāvalī on Madhva's Mithyātvānumānakhaṇḍana,85609,Padmanābha Tīrtha,89954,Mithyātvānumānakhaṇḍana
90161,Nyāyaratnāvalī on Madhva's Viṣṇutattvanirṇaya,85609,Padmanābha Tīrtha,89967,Viṣṇutattvanirṇaya
92031,Nyāyaratnāvalī on Śaṃkara's Daśaślokī,86125,Brahmānanda Sarasvatī,88645,Daśaślokī
93842,Nyāyārthalaghubodhinī on Annambhaṭṭa's Tarkasaṃgraha,86622,Govardhana Raṅga Acārya,91051,Tarkasaṃgraha
94110,Nyāyārthamañjūṣā and Nyāsa thereon,86723,Hemahaṃsa Gaṇi,,
91034,Nyāyasaṃgraha,44704,Vijayīndratīrtha,,
94109,Nyāyasaṃgraha,86723,Hemahaṃsa Gaṇi,,
95151,Nyāyasaṃgraha,87444,Kṣemānanda,,
95552,Nyāyasaṃgraha,87792,Śrīnivāsa of Śrimuṣṇa,,
93561,Nyayāsaṃgraha on Bāḍarāyaṇa’s Brahmasūtras,86509,Nityānanda Āśrama,,
95411,Nyāyasaṃgraha on Keśava Miśra's Tarkabhāṣā,87662,Rāmaliṅga,89886,Tarkabhāṣā
94348,Nyāyasaṃgrahādi Prabandhaṣaṭka on Bādarāyaṇa's Brahmasūtras,86850,Rāghavendra Svāmirayācārya Pañcamukhī,"88037, 88037","Brahmasūtra, Brahmasūtra"
93081,Nyāyasaṃketa,86366,Trilocanadeva Nyāyapañcānana,,
90781,Nyāyasamuccayasāra,85831,Tāraṇa,,
89000,Nyāyasāra,85303,Bhāsarvajña,,
92580,Nyāyasāra,86242,Mādhava Bhaṭṭa,,
92903,Nyāyasāra,86301,Vrajarāja,,
90366,Nyāyasāra on Vedānta Deśika's Nyāyapariśuddhi,85652,Śrīnivāsadāsa,90184,Nyāyapariśuddhi
94757,Nyayāsāra on Vidy1ananda's Aṣṭasāhasrī,87112,Aryika Jnanamati,88987,Aṣṭasāhasrī on Bhaṭṭa Akalaṅka's Aṣṭaśatī
95291,Nyāyasārasaṃgrahaṭīkā,87567,Nidhinātha,,
95427,Nyāyaśataka,87678,Rāmeśvara Makhin,,
94524,Nyāyasaurabha,86936,K.S.Varadācārya,88926,Nyāyamañjarī
90185,Nyāyasiddhāñjana,85613,Vedāntadeśika,,
94724,Nyāyasiddhāntabhañjana,87080,Ānanda Jayadāsa,,
90107,Nyāyasiddhāntadīpa,85595,Śaśadhara,,
93096,Nyāyasiddhāntajyotsnā on Bhavānanda Siddhāntavāgīśa's Bhavānandī,86372,Vīreśvara,91409,Gūḍhārthaprakāśa
91605,Nyāyasiddhāntamālā,86059,Jayarāma Nyāyapañcānana,88091,Nyāyasūtra
90902,Nyāyasiddhāntamañjarī,85863,Jānakīnātha Bhaṭṭācārya Cūḍāmaṇi,,
93799,Nyāyasiddhāntamañjarī,86603,Śrīnivāsa,,
90748,Nyāyasiddhāntasāra on Gaṅgeśa's Tattvacintāmaṇi,85820,Vāsudeva Miśra,90147,Tattvacintāmaṇi
92015,Nyāyasiddhāntatattva,86123,Gokulanātha Upādhyāya,,
93800,Nyāyasiddhāntatattvāmṛta,86603,Śrīnivāsa,,
